Tempo (s)	Sensor1	Sensor2	Sensor3
8243.0	115.25	115.75	117.25
8253.0	115.25	115.75	118.0
8263.0	115.0	115.5	118.25
8273.0	114.75	115.75	118.0
8283.0	114.75	116.25	117.5
8294.0	115.0	115.25	118.25
8304.0	115.0	115.5	118.0
8314.0	115.0	115.5	117.75
8324.0	115.25	115.75	117.75
8334.0	114.75	115.25	118.25
8344.0	115.25	115.25	118.0
8354.0	114.5	114.75	118.0
8364.0	115.25	115.0	118.25
8374.0	115.0	115.0	118.25
8384.0	115.0	114.0	119.0
8394.0	114.75	114.0	117.75
8404.0	114.25	114.0	118.25
8414.0	114.5	114.0	118.0
8424.0	114.25	114.25	118.5
8434.0	113.75	114.0	118.5
8444.0	113.75	114.25	118.25
8454.0	113.75	113.5	118.0
8464.0	114.0	113.5	118.25
8474.0	113.75	113.25	118.5
8484.0	113.5	113.25	118.25
8494.0	113.25	113.5	117.75
8504.0	114.0	113.25	118.25
8514.0	113.75	113.25	118.25
8524.0	113.5	113.25	118.0
8534.0	113.75	112.75	118.0
8545.0	113.75	113.5	118.0
8555.0	114.0	113.0	117.75
8565.0	113.75	113.5	117.5
8575.0	113.75	113.25	117.5
8585.0	114.25	113.75	118.25
8595.0	114.0	114.5	117.75
8605.0	113.5	115.0	117.25
8615.0	113.25	115.0	117.75
8625.0	114.5	115.75	117.5
8635.0	114.25	116.0	117.75
8645.0	115.0	116.0	118.0
8655.0	115.25	116.5	117.75
8665.0	115.25	116.25	118.0
8675.0	115.0	117.0	118.0
8685.0	115.5	116.25	118.5
8695.0	115.5	116.25	118.5
8705.0	115.75	117.25	118.5
8715.0	115.5	117.25	117.75
8725.0	116.0	117.0	118.25
8735.0	116.25	117.5	118.5
8745.0	116.5	117.25	118.25
8755.0	115.75	117.25	118.5
8765.0	116.5	116.75	118.75
8775.0	116.5	117.0	119.0
8786.0	116.5	117.25	118.75
8796.0	116.5	117.5	118.75
8806.0	116.75	117.25	119.0
8816.0	116.75	116.75	118.75
8826.0	116.75	116.75	119.0
8836.0	116.25	117.25	119.0
8846.0	116.75	116.75	119.25
8856.0	116.25	117.0	119.0
8866.0	117.0	117.0	119.5
8876.0	116.75	116.75	119.25
8886.0	116.75	117.0	119.5
8896.0	116.75	116.5	118.75
8906.0	116.75	116.75	119.75
8916.0	116.0	116.75	119.0
8926.0	116.5	116.75	119.5
8936.0	116.75	116.5	119.25
8946.0	116.0	116.5	119.75
8956.0	116.25	116.25	119.5
8966.0	116.5	116.25	119.25
8976.0	116.5	116.25	119.5
8986.0	116.25	116.0	119.5
8996.0	116.25	115.5	119.5
9006.0	116.25	115.0	119.0
9016.0	116.0	115.25	119.5
9026.0	115.25	114.25	119.5
9036.0	115.75	114.5	119.25
9046.0	116.0	115.25	119.25
9056.0	115.75	114.75	119.0
9067.0	115.5	115.0	119.25
9077.0	116.0	114.25	119.5
9087.0	115.5	114.75	118.75
9097.0	115.0	115.25	119.25
9107.0	115.0	115.0	119.0
9117.0	115.25	114.5	118.75
9127.0	115.5	114.5	119.0
9137.0	115.0	115.0	119.0
9147.0	115.25	115.0	118.25
9157.0	115.25	114.25	118.25
9167.0	115.0	115.0	119.0
9177.0	114.75	115.0	118.75
9187.0	115.5	115.75	118.75
9197.0	115.0	116.0	118.75
9207.0	115.75	115.75	118.5
9217.0	115.25	116.25	118.5
9227.0	115.0	116.75	118.25
9237.0	116.0	116.5	119.0
9247.0	116.0	117.0	119.0
9257.0	116.5	117.5	119.0
9267.0	116.5	117.5	119.0
9277.0	116.5	117.75	119.25
9287.0	116.75	117.75	119.0
9297.0	116.25	118.25	119.25
9307.0	117.0	118.0	119.25
9317.0	117.5	118.25	119.5
9327.0	116.75	118.25	118.75
9337.0	117.5	118.5	119.5
9347.0	117.25	118.25	119.5
9357.0	117.25	118.5	119.75
9367.0	117.5	118.25	119.75
9377.0	117.5	118.5	120.0
9388.0	118.0	118.5	119.75
9398.0	117.75	118.5	119.75
9408.0	117.75	118.0	119.75
9418.0	117.5	118.25	119.75
9428.0	117.75	118.5	120.0
9438.0	118.0	118.5	120.0
9448.0	118.0	118.0	120.0
9458.0	117.75	118.0	120.0
9468.0	117.75	118.5	120.25
9478.0	117.5	117.75	120.5
9488.0	117.5	118.25	120.5
9498.0	117.75	117.75	120.25
9508.0	117.5	118.0	120.5
9518.0	117.5	117.75	120.25
9528.0	117.25	117.5	120.25
9538.0	117.75	116.75	120.25
9548.0	117.5	117.0	120.25
9558.0	117.5	117.25	120.0
9568.0	117.0	117.5	120.5
9578.0	117.5	117.5	120.25
9588.0	117.5	117.25	120.25
9598.0	117.75	117.0	120.25
9608.0	117.25	116.75	120.0
9618.0	117.25	117.0	120.75
9629.0	117.0	116.5	120.5
9639.0	117.0	116.75	119.75
9649.0	117.25	116.0	120.25
9659.0	117.0	116.75	120.25
9669.0	116.5	116.75	120.0
9679.0	117.0	116.75	120.0
9689.0	116.5	116.75	120.0
9699.0	116.5	116.0	119.75
9709.0	116.75	116.25	119.75
9719.0	116.25	116.5	119.75
9729.0	116.25	116.5	119.75
9739.0	116.25	116.5	120.0
9749.0	116.5	116.5	120.0
9759.0	117.0	116.5	119.75
9769.0	116.5	116.5	120.0
9779.0	116.75	116.5	119.5
9789.0	116.5	117.0	119.25
9799.0	116.5	117.0	119.25
9809.0	116.75	117.25	119.75
9819.0	116.25	117.25	119.25
9829.0	117.25	117.75	119.75
9839.0	116.75	118.0	119.5
9849.0	117.5	118.5	119.5
9859.0	117.75	118.5	119.5
9869.0	118.0	119.0	120.0
9879.0	118.0	119.25	120.0
9889.0	117.75	119.0	120.25
9899.0	117.75	119.0	120.25
9909.0	118.0	119.5	120.25
9919.0	118.25	119.75	120.0
9930.0	118.75	119.5	120.5
9940.0	118.75	119.75	120.75
9950.0	118.75	119.75	120.5
9960.0	119.0	119.75	121.0
9970.0	118.5	119.5	120.25
9980.0	119.0	119.75	120.75
9990.0	119.0	120.0	120.75
10000.0	118.75	119.25	121.0
10010.0	119.0	120.0	120.75
10020.0	119.5	120.0	121.0
10030.0	119.25	120.0	121.5
10040.0	119.25	119.75	121.25
10050.0	119.25	119.75	121.25
10060.0	119.25	119.5	121.5
10070.0	119.5	119.25	121.25
10080.0	119.25	119.75	121.75
10090.0	119.5	119.75	121.5
10100.0	119.25	119.5	121.5
10110.0	119.25	119.75	121.5
10120.0	119.0	119.25	121.25
10130.0	119.25	119.5	121.75
10140.0	119.5	119.5	121.5
10150.0	119.5	119.0	121.5
10160.0	119.25	119.0	121.5
10171.0	119.0	118.5	121.5
10181.0	118.75	118.75	121.75
10191.0	118.75	119.0	121.5
10201.0	118.5	118.75	121.5
10211.0	119.0	118.25	121.5
10221.0	118.75	118.25	121.5
10231.0	119.0	118.0	121.25
10241.0	118.25	118.25	121.0
10251.0	118.5	118.0	121.75
10261.0	118.5	118.0	121.0
10271.0	118.5	117.5	120.75
10281.0	118.5	117.5	121.5
10291.0	118.25	117.25	121.5
10301.0	117.75	117.5	121.5
10311.0	118.25	117.5	121.5
10321.0	118.0	117.5	121.0
10331.0	117.5	117.5	120.75
10341.0	118.0	117.5	121.25
10351.0	117.75	116.5	121.0
10361.0	117.5	117.0	121.0
10371.0	117.5	117.25	121.25
10381.0	118.0	117.5	121.0
10391.0	117.75	117.5	120.75
10401.0	117.75	117.5	120.5
10411.0	117.75	117.5	120.5
10421.0	118.0	117.75	120.5
10431.0	117.75	117.25	120.5
10441.0	118.0	118.25	120.5
10451.0	118.0	118.0	121.0
10461.0	117.75	118.75	120.5
10471.0	117.5	118.5	120.75
10482.0	118.25	118.5	121.0
10492.0	118.5	118.75	120.25
10502.0	118.5	119.25	121.0
10512.0	118.25	119.75	120.5
10522.0	118.75	119.5	120.75
10532.0	118.75	120.0	120.25
10542.0	119.0	120.25	121.0
10552.0	119.25	120.25	120.75
10562.0	119.5	120.5	121.0
10572.0	119.25	120.25	120.5
10582.0	119.5	120.5	121.5
10592.0	120.0	120.25	121.25
10602.0	119.75	120.5	121.0
10612.0	119.5	120.75	121.25
10622.0	119.25	120.75	121.75
10632.0	120.0	120.75	121.75
10642.0	120.25	120.75	121.5
10652.0	120.0	120.75	122.0
10662.0	119.75	120.5	122.25
10672.0	120.0	120.75	121.75
10682.0	120.5	120.5	122.25
10692.0	120.5	120.25	121.75
10702.0	120.5	120.5	122.0
10712.0	120.25	120.75	122.0
10722.0	120.0	120.5	122.25
10732.0	120.0	120.75	122.25
10742.0	120.5	120.5	122.25
10752.0	120.25	120.0	122.25
10763.0	120.5	120.5	122.25
10773.0	120.5	120.25	122.5
10783.0	120.0	120.25	122.0
10793.0	120.25	120.25	122.5
10803.0	119.5	120.0	122.5
10813.0	120.0	120.25	122.0
10823.0	120.25	119.5	122.5
10833.0	119.75	119.75	122.0
10843.0	120.25	119.75	122.25
10853.0	120.0	119.5	122.0
10863.0	119.75	119.5	122.5
10873.0	120.0	119.75	122.75
10883.0	119.75	119.5	122.25
10893.0	119.75	119.25	122.5
10903.0	120.0	119.5	122.25
10913.0	119.75	118.75	122.0
10923.0	119.75	119.25	122.25
10933.0	119.25	119.0	121.75
10943.0	119.5	118.25	122.0
10953.0	119.5	118.75	122.0
10963.0	119.5	118.75	122.0
10973.0	119.75	118.5	122.25
10983.0	118.75	118.5	122.0
10993.0	119.25	118.0	122.0
11003.0	119.0	118.25	122.0
11013.0	119.25	118.25	122.0
11023.0	119.5	118.25	121.75
11033.0	119.0	118.0	122.0
11044.0	119.5	118.0	121.25
11054.0	119.5	118.5	121.75
11064.0	119.25	118.0	121.75
11074.0	119.0	118.25	121.75
11084.0	118.5	119.25	121.5
11094.0	119.0	119.25	121.5
11104.0	119.0	119.0	121.75
11114.0	118.75	119.5	121.5
11124.0	119.25	119.75	121.0
11134.0	119.0	120.0	121.5
11144.0	118.75	120.5	121.75
11154.0	119.25	120.5	121.75
11164.0	119.5	120.75	122.0
11174.0	119.5	120.75	122.0
11184.0	120.25	121.0	121.5
11194.0	120.25	120.75	121.75
11204.0	120.25	121.25	121.5
11214.0	120.5	121.25	122.25
11224.0	120.0	120.5	121.75
11234.0	120.75	121.25	122.25
11244.0	121.0	121.75	122.25
11254.0	121.0	121.25	121.75
11264.0	120.75	121.5	122.25
11274.0	121.0	121.25	122.75
11284.0	120.75	121.25	122.0
11294.0	120.75	121.25	122.75
11304.0	121.25	121.0	123.0
11315.0	120.75	121.25	122.75
11325.0	121.0	121.5	123.0
11335.0	121.5	121.0	123.25
11345.0	121.0	121.75	123.25
11355.0	121.5	121.25	123.25
11365.0	121.25	121.5	122.75
11375.0	121.0	121.25	122.75
11385.0	120.75	121.0	123.25
11395.0	120.75	121.25	123.25
11405.0	121.0	121.5	123.0
11415.0	121.25	121.0	123.25
11425.0	121.25	121.5	123.5
11435.0	121.25	121.25	123.0
11445.0	120.75	121.25	122.75
11455.0	121.0	121.25	123.25
11465.0	121.25	120.5	123.5
11475.0	120.5	120.75	123.5
11485.0	121.0	120.5	122.5
11495.0	121.0	120.75	123.5
11505.0	120.5	120.0	123.25
11515.0	120.75	120.5	123.5
11525.0	121.0	120.5	123.25
11535.0	120.5	120.5	122.75
11545.0	120.75	120.25	123.0
11555.0	120.25	120.0	123.5
11565.0	120.5	120.0	123.25
11575.0	120.25	119.75	123.25
11585.0	120.25	119.5	123.5
11595.0	120.25	119.75	123.0
11605.0	120.5	119.75	122.5
11615.0	120.25	119.5	122.75
11625.0	120.0	119.5	123.0
11635.0	120.0	119.0	122.75
11645.0	120.0	119.5	122.75
11655.0	119.75	119.5	122.25
11665.0	120.0	119.25	122.5
11676.0	119.75	119.25	122.25
11686.0	120.0	119.25	122.5
11696.0	119.75	119.5	122.5
11706.0	119.75	119.5	122.25
11716.0	119.75	119.75	122.5
11726.0	120.0	119.25	122.25
11736.0	119.75	119.25	122.25
11746.0	119.75	119.75	121.75
11756.0	119.25	119.5	122.25
11766.0	119.75	119.75	122.0
11776.0	120.0	119.75	122.25
11786.0	120.0	120.5	122.5
11796.0	120.25	120.5	122.25
11806.0	120.25	120.5	122.25
11816.0	120.25	120.75	121.75
11826.0	120.25	121.0	122.5
11836.0	120.25	121.0	122.25
11846.0	120.75	121.25	122.5
11856.0	121.0	121.75	122.0
11866.0	121.0	122.25	123.0
11876.0	120.5	122.0	121.75
11886.0	121.0	122.25	123.0
11896.0	121.25	122.25	123.0
11906.0	121.5	122.0	123.5
11916.0	121.25	121.75	123.25
11926.0	121.5	122.25	123.25
11936.0	121.5	122.0	123.5
11946.0	121.75	121.5	123.75
11956.0	121.5	121.75	123.25
11966.0	121.5	121.75	123.5
11976.0	121.5	122.0	123.25
11986.0	121.75	121.75	123.25
11996.0	121.5	122.25	123.5
12006.0	122.0	122.25	124.0
12016.0	121.75	122.0	123.75
12027.0	121.75	122.25	123.75
12037.0	122.0	122.0	123.5
12047.0	122.0	121.75	123.25
12057.0	122.0	122.0	123.5
12067.0	122.0	121.75	123.25
12077.0	121.75	121.75	123.75
12087.0	121.5	121.75	123.75
12097.0	122.0	122.0	123.75
12107.0	121.5	121.5	123.5
12117.0	121.25	121.75	123.75
12127.0	121.5	121.5	123.75
12137.0	121.25	121.25	123.75
12147.0	121.25	121.5	123.5
12157.0	121.25	121.25	123.75
12167.0	120.75	121.25	123.75
12177.0	121.25	121.5	123.25
12187.0	121.75	120.75	124.0
12197.0	121.25	121.0	123.75
12207.0	121.5	120.75	123.75
12217.0	121.5	121.25	124.0
12227.0	121.25	120.75	123.75
12237.0	121.0	120.5	123.5
12247.0	121.25	120.5	123.5
12257.0	121.25	120.5	123.5
12268.0	121.25	120.0	123.5
12278.0	120.75	120.0	123.25
12288.0	120.75	120.0	123.5
12298.0	121.25	119.75	123.5
12308.0	121.0	119.5	123.0
12318.0	121.25	119.25	123.0
12328.0	121.25	119.5	123.25
12338.0	121.0	119.0	123.25
12348.0	120.25	120.25	122.75
12358.0	120.5	120.25	122.75
12368.0	120.5	120.25	122.75
12378.0	120.25	120.5	122.75
12388.0	120.75	120.5	122.5
12398.0	120.25	120.25	123.0
12408.0	120.5	120.25	122.75
12418.0	120.25	121.0	123.0
12428.0	120.75	121.25	122.75
12438.0	121.0	121.5	122.75
12448.0	121.0	121.5	122.75
12458.0	121.25	121.0	123.25
12468.0	121.25	121.75	123.0
12478.0	121.25	121.75	122.5
12488.0	121.75	122.0	122.25
12498.0	121.25	121.75	123.0
12508.0	121.25	122.0	123.5
12518.0	121.75	122.25	123.0
12529.0	121.5	122.25	123.25
12539.0	122.0	122.25	123.5
12549.0	121.75	122.5	123.25
12559.0	121.75	122.5	123.25
12569.0	122.25	122.5	123.5
12579.0	122.25	122.5	124.0
12589.0	121.5	122.0	123.25
12599.0	122.5	121.75	124.0
12609.0	122.0	122.25	123.25
12619.0	122.25	122.0	123.75
12629.0	122.25	122.25	123.5
12639.0	122.25	122.25	124.0
12649.0	122.25	122.25	123.75
12659.0	122.25	122.0	124.25
12669.0	122.25	122.0	124.0
12679.0	122.0	121.75	124.0
12689.0	122.25	122.0	124.25
12699.0	122.0	121.75	124.0
12709.0	122.25	122.25	124.25
12719.0	122.25	122.0	123.75
12729.0	122.25	121.75	124.25
12739.0	122.0	122.0	124.0
12749.0	122.25	121.75	124.25
12759.0	121.75	122.0	123.5
12769.0	121.75	121.5	124.25
12780.0	121.75	121.5	124.25
12790.0	121.5	121.75	124.0
12800.0	121.75	120.75	124.25
12810.0	121.5	121.5	124.0
12820.0	121.5	121.0	124.0
12830.0	121.75	121.5	124.25
12840.0	121.75	121.25	124.0
12850.0	121.5	120.5	123.5
12860.0	121.5	121.5	123.75
12870.0	121.5	121.0	123.5
12880.0	121.5	121.25	124.0
12890.0	121.5	121.25	123.75
12900.0	121.5	121.0	124.0
12910.0	121.25	120.75	123.5
12920.0	121.5	121.0	123.5
12930.0	121.5	121.0	124.0
12940.0	121.5	121.5	123.25
12950.0	121.5	121.0	122.75
12960.0	121.0	120.75	123.25
12970.0	121.5	120.75	122.75
12980.0	121.25	121.25	123.0
12990.0	121.25	121.0	123.0
13000.0	121.0	121.25	123.25
13010.0	120.75	121.0	123.5
13020.0	121.25	121.75	122.75
13030.0	121.25	122.0	122.75
13040.0	121.5	121.5	123.0
13050.0	121.5	122.25	123.5
13060.0	122.0	122.0	123.75
13070.0	122.0	122.25	123.0
13080.0	122.25	122.5	123.5
13090.0	122.25	122.75	123.5
13101.0	121.75	123.0	124.0
13111.0	121.75	122.5	123.0
13121.0	122.25	122.5	124.0
13131.0	122.75	123.0	123.75
13141.0	122.5	123.0	124.0
13151.0	122.75	123.0	124.0
13161.0	122.75	123.25	124.25
13171.0	122.5	123.0	124.0
13181.0	122.5	123.25	124.25
13191.0	122.25	123.25	124.5
13201.0	123.0	123.0	124.0
13211.0	123.0	123.25	124.0
13221.0	122.5	123.0	124.25
13231.0	122.5	123.0	124.75
13241.0	123.25	122.5	124.25
13251.0	122.75	123.0	124.25
13261.0	122.75	122.75	124.0
13271.0	122.75	122.5	124.5
13281.0	123.0	122.75	124.75
13291.0	122.75	122.5	124.75
13301.0	123.0	122.5	124.75
13311.0	122.75	122.25	124.75
13321.0	122.75	122.75	124.75
13331.0	122.75	122.5	124.75
13341.0	122.25	122.5	124.75
13352.0	122.5	122.5	125.0
13362.0	122.5	122.25	124.0
13372.0	122.5	122.0	124.75
13382.0	122.5	122.25	124.75
13392.0	122.5	122.0	124.75
13402.0	122.0	122.25	124.75
13412.0	122.5	121.75	124.25
13422.0	122.25	122.0	124.5
13432.0	122.25	121.75	124.75
13442.0	122.5	121.75	124.25
13452.0	122.25	121.25	124.5
13462.0	122.25	121.5	124.25
13472.0	122.0	121.25	124.25
13482.0	122.0	121.5	124.5
13492.0	122.25	121.5	124.5
13502.0	122.25	120.75	124.5
13512.0	121.75	121.25	124.5
13522.0	122.25	121.25	124.25
13532.0	122.25	121.5	123.75
13542.0	121.75	121.5	124.0
13552.0	122.0	121.25	124.25
13562.0	122.0	121.5	124.25
13572.0	121.25	121.5	124.0
13582.0	121.75	121.5	123.5
13593.0	122.0	121.5	123.75
13603.0	121.75	121.5	123.5
13613.0	121.5	121.5	123.75
13623.0	121.5	121.5	123.0
13633.0	121.5	121.5	123.5
13643.0	122.25	122.0	124.0
13653.0	122.0	122.25	123.75
13663.0	121.75	122.5	123.5
13673.0	122.25	122.5	124.0
13683.0	122.5	122.75	124.25
13693.0	122.25	123.0	123.75
13703.0	122.5	123.0	123.75
13713.0	122.0	122.75	123.75
13723.0	122.5	123.0	124.5
13733.0	122.75	123.5	123.75
13743.0	122.0	123.25	123.5
13753.0	122.75	123.5	124.75
13763.0	123.0	123.5	124.5
13773.0	123.0	123.25	124.5
13783.0	122.75	123.5	124.75
13793.0	123.25	123.5	124.75
13803.0	123.0	123.25	125.0
13813.0	123.0	123.5	124.75
13823.0	123.0	123.5	124.75
13833.0	123.0	123.5	124.75
13843.0	123.25	123.5	125.0
13853.0	123.25	123.5	125.0
13863.0	123.25	123.25	125.0
13873.0	122.75	123.5	124.75
13883.0	123.0	123.5	125.0
13894.0	123.0	123.0	124.25
13904.0	123.25	123.0	124.5
13914.0	123.25	123.0	125.25
13924.0	123.0	123.0	125.0
13934.0	123.5	123.0	125.0
13944.0	123.5	123.0	125.0
13954.0	123.0	123.0	124.75
13964.0	123.25	123.0	125.25
13974.0	123.0	123.0	125.0
13984.0	123.25	122.75	124.5
13994.0	122.5	122.25	124.75
14004.0	123.0	122.5	124.75
14014.0	123.0	122.75	125.0
14024.0	123.0	122.5	125.25
14034.0	122.5	122.5	124.75
14044.0	123.0	122.5	124.75
14054.0	123.0	122.5	124.0
14064.0	122.75	121.5	124.75
14074.0	122.25	122.0	125.0
14084.0	122.5	122.25	124.5
14094.0	122.5	121.75	125.0
14104.0	122.25	121.75	124.5
14114.0	122.5	121.75	124.5
14124.0	122.5	121.5	123.75
14134.0	122.5	122.0	124.5
14144.0	122.0	121.75	124.5
14154.0	122.5	121.75	124.25
14164.0	122.25	121.75	124.25
14174.0	122.0	121.75	124.0
