Data/Hora,Segundos,Sensor1,Sensor2,Sensor3
2024-11-26 18:13:13,0.00,124.00,123.75,125.75
2024-11-26 18:13:23,10.03,123.75,124.25,125.50
2024-11-26 18:13:33,20.11,124.00,124.25,125.50
2024-11-26 18:13:43,30.15,124.25,124.25,125.75
2024-11-26 18:13:53,40.19,124.25,124.25,125.50
2024-11-26 18:14:03,50.23,124.25,124.25,125.75
2024-11-26 18:14:13,60.32,123.75,123.50,126.25
2024-11-26 18:14:23,70.32,124.25,123.75,126.00
2024-11-26 18:14:34,80.39,124.00,123.75,125.75
2024-11-26 18:14:44,90.41,123.50,123.75,126.00
2024-11-26 18:14:54,100.41,124.00,123.75,125.50
2024-11-26 18:15:04,110.46,124.25,123.75,125.00
2024-11-26 18:15:14,120.49,123.75,123.50,125.50
2024-11-26 18:15:24,130.50,123.75,123.50,125.75
2024-11-26 18:15:34,140.53,124.00,123.50,125.50
2024-11-26 18:15:44,150.55,123.50,123.25,125.50
2024-11-26 18:15:54,160.58,124.00,123.50,125.75
2024-11-26 18:16:04,170.60,124.00,123.00,125.75
2024-11-26 18:16:14,180.65,123.25,123.00,125.75
2024-11-26 18:16:24,190.74,123.50,122.75,125.00
2024-11-26 18:16:34,200.81,123.75,123.25,125.75
2024-11-26 18:16:44,210.91,124.00,122.75,125.50
2024-11-26 18:16:54,220.96,123.50,123.00,125.50
2024-11-26 18:17:04,231.04,123.25,122.50,125.00
2024-11-26 18:17:14,241.06,123.75,122.75,124.75
2024-11-26 18:17:24,251.13,123.75,122.50,125.50
2024-11-26 18:17:34,261.15,123.25,122.50,125.25
2024-11-26 18:17:44,271.18,123.25,122.75,125.25
2024-11-26 18:17:54,281.23,123.00,122.50,125.00
2024-11-26 18:18:04,291.31,123.50,122.25,125.25
2024-11-26 18:18:14,301.32,123.50,122.50,124.75
2024-11-26 18:18:25,311.39,123.50,122.75,125.00
2024-11-26 18:18:35,321.46,123.00,122.75,125.00
2024-11-26 18:18:45,331.52,123.25,122.75,124.50
2024-11-26 18:18:55,341.62,123.25,122.75,124.75
2024-11-26 18:19:05,351.70,123.25,122.75,125.00
2024-11-26 18:19:15,361.75,123.50,123.00,125.25
2024-11-26 18:19:25,371.84,123.25,122.75,125.25
2024-11-26 18:19:35,381.87,123.50,123.00,125.25
2024-11-26 18:19:45,391.94,122.75,123.50,125.00
2024-11-26 18:19:55,401.99,123.50,123.75,125.00
2024-11-26 18:20:05,412.01,123.25,123.50,125.00
2024-11-26 18:20:15,422.06,123.25,123.75,124.50
2024-11-26 18:20:25,432.16,123.75,124.00,124.50
2024-11-26 18:20:35,442.18,124.00,123.75,124.50
2024-11-26 18:20:45,452.22,124.00,124.00,124.75
2024-11-26 18:20:55,462.25,124.00,124.25,125.25
2024-11-26 18:21:05,472.26,124.00,124.25,125.75
2024-11-26 18:21:15,482.28,124.00,124.50,125.50
2024-11-26 18:21:25,492.32,123.75,124.50,125.75
2024-11-26 18:21:36,502.41,124.00,124.50,125.75
2024-11-26 18:21:46,512.44,124.25,124.25,125.75
2024-11-26 18:21:56,522.49,124.75,124.25,125.75
2024-11-26 18:22:06,532.51,124.50,124.00,125.75
2024-11-26 18:22:16,542.60,123.75,124.50,126.00
2024-11-26 18:22:26,552.64,124.00,124.25,125.50
2024-11-26 18:22:36,562.68,124.25,124.25,126.25
2024-11-26 18:22:46,572.78,124.00,124.25,126.25
2024-11-26 18:22:56,582.81,124.50,124.00,126.00
2024-11-26 18:23:06,592.91,124.00,124.25,125.75
2024-11-26 18:23:16,602.93,124.00,124.00,125.25
2024-11-26 18:23:26,613.01,124.50,124.50,125.50
2024-11-26 18:23:36,623.06,124.25,124.25,126.00
2024-11-26 18:23:46,633.15,124.25,123.75,126.25
2024-11-26 18:23:56,643.20,124.25,124.00,125.75
2024-11-26 18:24:06,653.30,124.00,124.00,126.25
2024-11-26 18:24:17,663.35,124.00,124.00,126.00
2024-11-26 18:24:27,673.44,124.00,124.00,125.75
2024-11-26 18:24:37,683.50,123.75,124.00,125.25
2024-11-26 18:24:47,693.52,123.75,123.50,126.00
2024-11-26 18:24:57,703.56,124.00,123.75,126.00
2024-11-26 18:25:07,713.58,124.00,123.75,126.25
2024-11-26 18:25:17,723.61,123.75,122.75,125.75
2024-11-26 18:25:27,733.70,124.00,123.75,124.75
2024-11-26 18:25:37,743.73,124.00,123.75,126.00
2024-11-26 18:25:47,753.79,123.25,123.25,126.00
2024-11-26 18:25:57,763.86,123.25,123.50,125.75
2024-11-26 18:26:07,773.91,124.00,123.50,125.50
2024-11-26 18:26:17,783.93,124.00,123.00,125.75
2024-11-26 18:26:27,793.98,123.75,123.00,125.50
2024-11-26 18:26:37,804.01,123.50,122.75,125.75
2024-11-26 18:26:47,814.02,123.50,123.00,125.25
2024-11-26 18:26:57,824.04,123.75,122.75,125.25
2024-11-26 18:27:07,834.07,123.75,123.00,125.25
2024-11-26 18:27:17,844.09,123.50,123.00,125.50
2024-11-26 18:27:27,854.12,123.75,122.50,125.00
2024-11-26 18:27:37,864.13,123.50,123.00,125.00
2024-11-26 18:27:47,874.16,123.50,123.00,125.50
2024-11-26 18:27:57,884.18,123.50,123.50,125.50
2024-11-26 18:28:07,894.20,123.75,123.00,125.25
2024-11-26 18:28:17,904.25,123.75,123.50,125.25
2024-11-26 18:28:27,914.28,123.75,123.75,125.25
2024-11-26 18:28:37,924.29,123.75,123.25,125.50
2024-11-26 18:28:47,934.34,124.00,123.25,125.00
2024-11-26 18:28:58,944.44,123.75,123.75,125.50
2024-11-26 18:29:08,954.48,124.00,124.25,124.75
2024-11-26 18:29:18,964.48,124.25,124.50,124.75
