Tempo (s)	Sensor1	Sensor2	Sensor3
3677.0	56.25	0.0	0.0
3682.0	55.75	0.0	0.0
3687.0	56.25	0.0	0.0
3692.0	56.25	0.0	0.0
3697.0	56.25	0.0	0.0
3702.0	56.0	0.0	0.0
3707.0	56.0	0.0	0.0
3712.0	56.0	0.0	0.0
3717.0	56.0	0.0	0.0
3722.0	56.0	0.0	0.0
3727.0	56.0	0.0	0.0
3732.0	56.0	0.0	0.0
3737.0	55.75	0.0	0.0
3742.0	55.25	0.0	0.0
3747.0	55.75	0.0	0.0
3752.0	55.5	0.0	0.0
3757.0	54.75	0.0	0.0
3762.0	55.25	0.0	0.0
3767.0	55.5	0.0	0.0
3772.0	55.5	0.0	0.0
3777.0	55.75	0.0	0.0
3782.0	55.5	0.0	0.0
3787.0	55.5	0.0	0.0
3792.0	55.5	0.0	0.0
3797.0	55.5	0.0	0.0
3802.0	55.5	0.0	0.0
3807.0	55.25	0.0	0.0
3812.0	55.5	0.0	0.0
3818.0	55.25	0.0	0.0
3823.0	55.25	0.0	0.0
3828.0	55.5	0.0	0.0
3833.0	55.25	0.0	0.0
3838.0	55.0	0.0	0.0
3843.0	55.0	0.0	0.0
3848.0	54.75	0.0	0.0
3853.0	54.75	0.0	0.0
3858.0	55.0	0.0	0.0
3863.0	54.25	0.0	0.0
3868.0	55.25	0.0	0.0
3873.0	55.0	0.0	0.0
3878.0	55.0	0.0	0.0
3883.0	54.25	0.0	0.0
3888.0	55.0	0.0	0.0
3893.0	54.5	0.0	0.0
3898.0	54.0	0.0	0.0
3903.0	54.0	0.0	0.0
3908.0	54.5	0.0	0.0
3913.0	54.25	0.0	0.0
3918.0	54.0	0.0	0.0
3923.0	54.75	0.0	0.0
3928.0	54.5	0.0	0.0
3933.0	54.25	0.0	0.0
3938.0	54.0	0.0	0.0
3943.0	54.25	0.0	0.0
3948.0	54.0	0.0	0.0
3953.0	54.0	0.0	0.0
3958.0	54.0	0.0	0.0
3964.0	54.0	0.0	0.0
3969.0	54.0	0.0	0.0
3974.0	53.75	0.0	0.0
3979.0	53.75	0.0	0.0
3984.0	54.0	0.0	0.0
3989.0	53.75	0.0	0.0
3994.0	54.0	0.0	0.0
3999.0	54.0	0.0	0.0
4004.0	54.0	0.0	0.0
4009.0	54.0	0.0	0.0
4014.0	53.75	0.0	0.0
4019.0	53.75	0.0	0.0
4024.0	54.0	0.0	0.0
4029.0	53.5	0.0	0.0
4034.0	53.75	0.0	0.0
4039.0	53.75	0.0	0.0
4044.0	53.25	0.0	0.0
4049.0	53.75	0.0	0.0
4054.0	53.5	0.0	0.0
4059.0	53.5	0.0	0.0
4064.0	53.5	0.0	0.0
4069.0	53.5	0.0	0.0
4074.0	53.25	0.0	0.0
4079.0	53.25	0.0	0.0
4084.0	53.25	0.0	0.0
4089.0	53.25	0.0	0.0
4094.0	53.75	0.0	0.0
4099.0	53.0	0.0	0.0
4104.0	53.25	0.0	0.0
4109.0	53.0	0.0	0.0
4115.0	53.0	0.0	0.0
4120.0	53.0	0.0	0.0
4125.0	53.25	0.0	0.0
4130.0	53.25	0.0	0.0
4135.0	53.0	0.0	0.0
4140.0	53.0	0.0	0.0
4145.0	52.5	0.0	0.0
4150.0	53.25	0.0	0.0
4155.0	52.25	0.0	0.0
4160.0	52.75	0.0	0.0
